id,genres,revenue,title,vote_average,budget,popularity,runtime
11282,Adventure,7.379068051,Harold & Kumar Go to White Castle,6.6,-0.401590826,-0.01360492,-23.30120876
11283,Comedy,8.088100004,Nanny McPhee,6.4,0.042106674,0.105502549,-14.30120876
11284,Thriller,7.542477267,Freddy's Dead: The Final Nightmare,5.1,-0.31444065,-0.054351555,-22.30120876
11287,Comedy,8.031241926,A League of Their Own,6.7,0.246226656,0.054567035,16.69879124
11298,Drama,7.254932005,The Howling,6.4,-1.355833335,-0.46600901,-20.30120876
11302,Comedy,7.073120408,Bananas,6.7,-1.054803339,-0.507190199,-29.30120876
11306,Thriller,7.240052921,Extreme Measures,5.7,0.223950262,-0.746254322,6.698791245
11313,Drama,7.383560116,Hearts in Atlantis,6.4,0.135528359,-0.431838838,-10.30120876
11321,Drama,8.225742561,Seven Pounds,7.5,0.384529354,0.336647182,11.69879124
11322,Drama,8.330626039,Public Enemies,6.5,0.547256652,0.246410819,28.69879124
11323,Comedy,7.549307726,The Informant!,6,-0.013410654,-0.031363066,-3.301208755
11324,Thriller,8.469533659,Shutter Island,7.8,0.547256652,0.632249795,26.69879124
11336,Thriller,7.317365732,The Dead Zone,6.9,-0.355833335,-0.056187579,-8.301208755
11351,Thriller,7.800047708,Jeepers Creepers 2,5.5,-0.125384414,-0.001327723,-7.301208755
11357,Thriller,7.249657048,Halloween 4: The Return of Michael Myers,5.9,-0.656863331,-0.3125194,-23.30120876
11358,Adventure,7.757577377,Walking Tall,6,0.392354692,0.088815896,-25.30120876
11361,Thriller,7.06603707,Halloween 5: The Revenge of Michael Myers,5.2,-0.656863331,-0.377542195,-15.30120876
11362,Adventure,7.877342822,The Count of Monte Cristo,7.3,0.188234709,0.143704018,19.69879124
11363,Comedy,6.97692647,She's the One,5.7,-0.811765291,-0.356521352,-15.30120876
11370,Adventure,7.432228516,The Musketeer,5.2,0.246226656,-0.763001907,-7.301208755
11371,Thriller,7.851685607,The Score,6.7,0.476675578,0.072464227,12.69879124
11375,Adventure,7.708783304,Hollywood Homicide,5,0.519227928,-0.255597916,4.698791245
11377,Thriller,7.611150405,House on Haunted Hill,5.5,-0.077079734,-0.145514661,-18.30120876
11386,Thriller,7.796220003,The Crying Game,6.9,-0.786982064,-0.33467691,0.698791245
11395,Comedy,8.278372528,The Santa Clause,6.3,-0.013410654,-0.07068507,-14.30120876
11397,Comedy,7.82261478,Not Another Teen Movie,5.5,-0.151713352,0.08853201,-22.30120876
11398,Adventure,7.479994072,The Art of War,5.6,0.246226656,-0.387220664,5.698791245
11400,Romance,7.484812332,The New World,6.4,0.12128792,6.12E-05,23.69879124
11411,Adventure,7.285557309,Superman IV: The Quest for Peace,4.1,-0.125384414,-0.049079113,-21.30120876
11412,Thriller,7.951613169,The Long Kiss Goodnight,6.5,0.457080022,-0.08084639,8.698791245
11426,Romance,7.484299839,From Here to Eternity,7.2,-1.138349391,-0.441307221,6.698791245
11431,Comedy,7.702872422,Fever Pitch,5.9,0.12128792,-0.282631544,-8.301208755
11439,Thriller,7.779757324,The Ghost Writer,6.7,0.297379179,0.043544787,16.69879124
11442,Thriller,7.5759363,Halloween: Resurrection,4.5,-0.241889983,-0.237922992,-17.30120876
11451,Adventure,7.819557122,Herbie Fully Loaded,5.1,0.343136669,-0.200097772,-10.30120876
11452,Comedy,7.58292068,National Lampoon’s Van Wilder,5.9,-0.656863331,0.264300221,-19.30120876
11453,Comedy,7.350251004,Deuce Bigalow: European Gigolo,4.7,-0.013410654,-0.269987484,-28.30120876
11456,Thriller,7.734394091,Domestic Disturbance,5.4,0.519227928,-0.355874217,-22.30120876
11459,Adventure,7.936361989,Sky High,5.8,0.188234709,-0.238077698,-11.30120876
11460,Thriller,7.762617076,Red Eye,6.2,0.059140013,-0.336499779,-26.30120876
11468,Thriller,5.830394893,Salton Sea,7,-0.10056083,-0.240063718,-8.301208755
11470,Sci Fi,7.229215769,Jason X,4.5,-0.31444065,-0.231094284,-20.30120876
11478,Thriller,7.544157128,The Skulls,5.8,-0.179742076,-0.225159402,-5.301208755
11495,Thriller,7.232492113,Firestarter,5.9,-0.179742076,-0.224983048,2.698791245
11507,Thriller,6.944578404,Body Double,6.4,-0.355833335,-0.302218503,2.698791245
11517,Comedy,7.549384795,Money Train,5.4,0.422317915,-0.280913862,-8.301208755
11519,Comedy,7.501822265,1941,5.6,0.188234709,-0.279697406,1.698791245
11529,Comedy,8.256771666,Sweet Home Alabama,6,0.12128792,-0.019705736,-3.301208755
11536,Action,6.913813852,The Misfits,6.8,-0.753773344,-0.814235812,12.69879124
11543,Comedy,7.398346908,Kingpin,6.7,0.075530429,-0.042331786,1.698791245
11545,Comedy,7.232895856,Rushmore,7.5,-0.401590826,-0.018914874,-18.30120876
11551,Adventure,7.737848735,Small Soldiers,6.2,0.246226656,0.082285025,-1.301208755
11560,Thriller,7.804696839,High Crimes,6.1,0.267415955,-0.133537567,3.698791245
11561,Comedy,7.2635113,Sleeper,7,-1.054803339,-0.253183666,-22.30120876
11565,Comedy,8.140693606,Big Momma's House 2,5.4,0.246226656,-0.035280667,-12.30120876
11576,Adventure,7.77815125,"It's a Mad, Mad, Mad, Mad World",7,-0.382705481,-0.117861448,51.69879124
11586,Thriller,7.487833002,Exorcist II: The Heretic,4.5,-0.209705299,-0.218779676,6.698791245
11592,Thriller,6.89324496,Serial Mom,6.4,-0.241889983,-0.490817081,-16.30120876
11596,Thriller,7.257442912,New Nightmare,6.4,-0.209705299,-0.112885814,0.698791245
11600,Drama,5.893263396,Redacted,6.2,-0.656863331,-0.702241982,-21.30120876
11601,Thriller,7.324962941,Stir of Echoes,6.5,-0.276652089,-0.499776005,-12.30120876
11615,Thriller,7.590569876,The Life of David Gale,7.3,0.343136669,0.069954193,18.69879124
11618,Thriller,7.959942001,The Haunting,5.2,0.547256652,0.006146897,1.698791245
11619,Adventure,7.809285693,Flushed Away,6,0.817352933,0.072037117,-26.30120876
11620,Romance,7.477121255,Quo Vadis,7,-0.439379386,-0.379484328,59.69879124
11622,Comedy,7.604906347,Blast from the Past,6.3,0.188234709,-0.33974681,0.698791245
11624,Comedy,7.255665364,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,-1.054803339,-0.159778385,-23.30120876
11631,Comedy,8.785217073,Mamma Mia!,6.4,0.360170009,0.207165038,-3.301208755
11632,Romance,7.207468776,Vanity Fair,5.5,0.005894501,-0.460375488,29.69879124
11635,Comedy,7.939795461,Old School,6.6,0.024377907,0.111614111,-20.30120876
11637,Adventure,7.990865475,Are We There Yet?,5.2,0.149316643,-0.147870938,-16.30120876
11638,Comedy,7.838319357,Guess Who,5.5,0.188234709,-0.707935135,-6.301208755
11644,Thriller,7.079181246,Blow Out,7.3,-0.10056083,-0.146660752,-3.301208755
11648,Comedy,7.766452356,Must Love Dogs,5.8,0.12128792,-0.23500072,-13.30120876
11661,Romance,7.248197839,Joyeux Noël,7.2,-0.013410654,-0.136197213,4.698791245
11665,Thriller,8.363020209,Get Smart,6,0.547256652,0.089882903,-1.301208755
11667,Adventure,7.997489139,Street Fighter,4.1,0.188234709,0.004132363,-9.301208755
11678,Adventure,8.333777372,Vertical Limit,5.9,0.519227928,-0.156648758,12.69879124
11679,Adventure,7.851710342,xXx: State of the Union,4.7,0.422317915,0.283426485,-10.30120876
11683,Horror,7.66997296,Land of the Dead,6,-0.179742076,-0.09748658,-18.30120876
11688,Adventure,8.228727976,The Emperor's New Groove,7.2,0.644166665,0.427425435,-33.30120876
11690,Action,7.072107156,Bloodsport,6.6,-1.179742076,-0.038148685,-19.30120876
11692,Comedy,6.851501302,The Adventures of Pluto Nash,4.4,0.644166665,-0.198605235,-16.30120876
11699,Drama,7.024859132,The Bad Lieutenant: Port of Call - New Orleans,6,0.042106674,-0.042066643,10.69879124
11702,Thriller,7.283412706,The Replacement Killers,6,0.12128792,-0.298506563,-24.30120876
11775,Comedy,8.078966996,Intolerable Cruelty,5.8,0.422317915,0.073382972,-11.30120876
11778,Drama,7.698970004,The Deer Hunter,7.8,-0.179742076,0.01525458,71.69879124
11780,Adventure,7.499644627,Rob Roy,6.5,0.091324696,-0.251588001,27.69879124
11798,Drama,6.912569778,This Is England,7.4,-0.979256378,-0.357059049,-10.30120876
11804,Thriller,7.959977785,White Noise,5.6,-0.355833335,-0.121312622,-10.30120876
11812,Comedy,7.836936318,The Sweetest Thing,5.3,0.277635121,-0.010286047,-27.30120876
11823,Comedy,7.618173731,Wimbledon,6,0.135528359,-0.057441315,-13.30120876
11831,Drama,7.86923172,Amistad,6.8,0.200469166,-0.71311271,43.69879124
11835,Thriller,7.229795942,Death Sentence,6.5,-0.054803339,-0.179237743,-6.301208755
11836,Comedy,8.146629641,The SpongeBob SquarePants Movie,6.7,0.12128792,0.164036705,-24.30120876
11843,Comedy,7.621522613,The Return of the Pink Panther,6.7,-0.656863331,-0.470156334,1.698791245
11858,Comedy,7.386183591,Renaissance Man,5.9,0.246226656,-0.626266457,16.69879124
11863,Thriller,6.993507211,Jade,5.2,0.343136669,-0.367859627,-16.30120876
11866,Adventure,7.322409102,Flight of the Phoenix,5.7,0.297379179,0.027970838,1.698791245
11870,Comedy,7.724030088,Big Fat Liar,5.6,-0.179742076,-0.320850886,-23.30120876
11873,Drama,7.718451713,The Color of Money,6.7,-0.215954249,-0.042080468,7.698791245
11876,Adventure,7.176091259,The Horseman on the Roof,6.7,0.188234709,-0.822098508,23.69879124
11892,Thriller,7.753691405,Murder by Numbers,6,0.343136669,-0.072480092,8.698791245
11917,Thriller,8.05636177,Saw V,5.9,-0.32240958,0.236662296,-19.30120876
11918,Comedy,7.412827216,Superhero Movie,4.9,0.188234709,-0.0003367,-26.30120876
11932,Comedy,7.70476676,Bride of Chucky,5.5,0.042106674,-0.124560001,-22.30120876
11967,Adventure,7.650566313,Young Guns,6.6,-0.241889983,-0.303419283,-4.301208755
11968,Adventure,7.647719701,Into the Blue,5.8,0.343136669,-0.113101942,-1.301208755
11969,Adventure,7.752087379,Tombstone,7.4,0.042106674,0.203726357,18.69879124
11973,Thriller,7.538658498,Thirteen Days,6.9,0.547256652,-0.019582478,33.69879124
11975,Thriller,7.661971321,The Rainmaker,6.7,0.246226656,-0.193702759,23.69879124
11977,Comedy,7.60038848,Caddyshack,6.6,-0.577682085,-0.07890585,-13.30120876
11978,Drama,7.688552484,Men of Honor,7,0.149316643,0.101755991,17.69879124
11979,Drama,7.657811957,Queen of the Damned,5.4,0.188234709,-0.215000769,-10.30120876
12088,Thriller,6.828604543,Fortress,5.7,-0.452743348,-0.341182188,-16.30120876
12090,Comedy,8.006743795,Just Married,5.3,-0.10056083,-0.014523351,-16.30120876
12094,Comedy,7.862004365,Jackass Number Two,6.4,-0.31444065,-0.230844941,-16.30120876
12100,Action,7.89001988,Windtalkers,5.8,0.704864505,-0.008940832,22.69879124
12103,Thriller,8.00008725,Don't Say a Word,6,0.343136669,-0.21679607,1.698791245
12106,Action,7.268401504,The Quick and the Dead,6.3,0.149316643,-0.064329971,-4.301208755
12107,Comedy,8.09099106,Nutty Professor II: The Klumps,4.7,0.568445951,-0.031098184,-5.301208755
12109,Comedy,5.081419324,It's All Gone Pete Tong,7.1,-1.054803339,-0.688774801,-21.30120876
12113,Thriller,8.054153616,Body of Lies,6.5,0.489264705,0.293001874,16.69879124
12120,Comedy,7.141575183,My Stepmother is an Alien,5.3,-0.054803339,-0.305423121,-3.301208755
12123,Thriller,7.779663823,Chain Reaction,5.3,0.343136669,0.032515209,-4.301208755
12133,Comedy,8.107575037,Step Brothers,6.5,0.457080022,0.080199875,-13.30120876
12138,Adventure,7.272309904,3000 Miles to Graceland,5.8,0.436558354,-0.229471248,13.69879124
12142,Thriller,7.018817293,Alone in the Dark,3.1,-0.054803339,-0.312956699,-15.30120876
12144,Adventure,7.926655427,The Land Before Time,7,-0.265928224,0.176318588,-42.30120876
12149,Thriller,7.117617532,Frailty,7,-0.31444065,-0.076884626,-11.30120876
12150,Drama,8.04485131,Sea of Love,6.7,-0.077079734,-0.221428979,1.698791245
12153,Comedy,8.053410667,White Chicks,6.3,0.212368389,0.176815368,-2.301208755
12155,Adventure,9.0109319,Alice in Wonderland,6.4,0.945196661,0.613924149,-3.301208755
12158,Comedy,7.29666519,Vampire in Brooklyn,4.5,-0.209705299,-0.450355641,-11.30120876
12159,Romance,7.854215183,What Dreams May Come,6.8,0.573585591,0.059155119,1.698791245
12160,Action,7.398842403,Wyatt Earp,6.5,0.443507214,-0.139370514,79.69879124
12162,Thriller,7.62324929,The Hurt Locker,7.2,-0.179742076,0.391042764,19.69879124
12163,Romance,7.650346336,The Wrestler,7.3,-0.577682085,0.323076362,-2.301208755
12177,Comedy,7.621374308,The Love Guru,4.3,0.436558354,-0.159946019,-24.30120876
12182,Comedy,7.518170804,Nick and Norah's Infinite Playlist,6.4,-0.401590826,0.029633289,-22.30120876
12193,Comedy,8.214138068,Four Christmases,5.3,0.547256652,0.00894247,-23.30120876
12201,Thriller,7.874489582,Edge of Darkness,6.2,0.547256652,0.110844604,5.698791245
12211,Action,7.199854089,Highlander: Endgame,4.4,0.042106674,-0.209866287,-24.30120876
12212,Horror,7.586298752,Urban Legends: Final Cut,4.4,-0.209705299,-0.332453766,-14.30120876
12220,Comedy,7.770115523,The Story of Us,5.9,0.343136669,-0.486918957,-16.30120876
12227,Adventure,7.541493874,White Fang,6.5,-0.209705299,-0.162607895,-4.301208755
12244,Adventure,7.685097099,9,6.6,0.12128792,0.465571994,-32.30120876
12257,Comedy,7.018838419,Home Fries,4.8,-0.179742076,-0.799172182,-18.30120876
12277,Comedy,7.619140025,Undercover Brother,5.5,0.042106674,-0.496774158,-25.30120876
12279,Adventure,8.29449264,Spy Kids 3-D: Game Over,4.7,0.223950262,0.061285659,-27.30120876
12281,Drama,5.780995952,Mean Creek,6.9,-1.656863331,-0.350713113,-21.30120876
12289,Adventure,8.106580496,Red Cliff,7.1,0.549103898,-0.109751297,38.69879124
12403,Adventure,7.35893634,A Perfect Getaway,6.2,-0.209705299,0.036796833,-13.30120876
12404,Comedy,6.368504814,Me and Orson Welles,6.6,0.042106674,-0.725634868,2.698791245
12405,Romance,8.577389009,Slumdog Millionaire,7.6,-0.179742076,0.491642062,8.698791245
12412,Drama,6.969594486,Miracle at St. Anna,6.3,0.297379179,-0.224687148,48.69879124
12437,Adventure,7.960725196,Underworld: Rise of the Lycans,6.2,0.188234709,0.434285143,-19.30120876
12498,Drama,7.388730082,Sling Blade,7.4,-1.355833335,-0.110695873,23.69879124
12508,Comedy,7.230241995,Rock Star,6,0.400041521,-0.216349018,-6.301208755
12535,Comedy,7.492243928,High Anxiety,6.5,-0.824354418,-0.525952519,-17.30120876
12569,Comedy,7.035381022,Extract,5.7,-0.452743348,-0.115204982,-19.30120876
12573,Comedy,7.497348996,A Serious Man,6.6,-0.510735295,0.092028268,-6.301208755
12589,Adventure,7.908142982,Jimmy Neutron: Boy Genius,5.6,0.042106674,-0.175952112,-28.30120876
12610,Adventure,7.133440255,Osmosis Jones,5.9,0.519227928,-0.258047324,-16.30120876
12618,Romance,7.872788716,Random Hearts,5.3,0.450346639,-0.664401629,21.69879124
12620,Comedy,7.847837473,The House Bunny,5.6,0.042106674,0.131148092,-14.30120876
12634,Comedy,6.833054631,The Big Bounce,5,0.343136669,-0.475109338,-23.30120876
12657,Comedy,7.170916947,Soul Plane,4.7,-0.151713352,-0.30796551,-25.30120876
12690,Drama,7.305596268,Appaloosa,6.3,-0.054803339,-0.074977339,3.698791245
12704,Adventure,7.157613322,Ishtar,4.2,0.384529354,-0.898996606,-4.301208755
12771,Comedy,7.228661704,Serving Sara,5,0.106564663,-0.329803173,-11.30120876
12779,Comedy,5.77716936,Swept Away,4.8,-0.355833335,-0.621191743,-22.30120876
12837,Adventure,7.580986468,The Secret Life of Bees,7.4,-0.31444065,-0.397678928,2.698791245
13001,Adventure,6.949390007,Stargate: The Ark of Truth,6.9,-0.510735295,-0.347048747,-14.30120876
13025,Action,6.729558231,Diary of the Dead,5.4,-1.054803339,-0.094963702,-16.30120876
13027,Thriller,8.250582391,Eagle Eye,6.3,0.547256652,0.389949522,6.698791245
13051,Action,7.931543831,Max Payne,5.2,0.188234709,0.13224201,-11.30120876
13053,Adventure,8.491333666,Bolt,6.3,0.820257924,0.340540656,-13.30120876
13056,Action,7.003864178,Punisher: War Zone,5.6,-0.044079474,-0.047798619,-9.301208755
13064,Adventure,6.454884935,Airborne,6.1,-0.940859987,-0.377959291,-20.30120876
13067,Comedy,7.243038049,In the Land of Women,5.8,-0.355833335,-0.174158437,-14.30120876
13072,Thriller,5.661085414,Brooklyn Rules,5.8,-0.452743348,-0.66934816,-12.30120876
13075,Drama,5.794352788,Sherrybaby,6.3,-1.054803339,-0.651548619,-15.30120876
13090,Comedy,7.208827562,Sunshine Cleaning,6.5,-0.656863331,0.005262851,-9.301208755
13092,Comedy,7.237702021,How to Lose Friends & Alienate People,6.2,0.075530429,-0.056168277,-1.301208755
13150,Thriller,7.493434739,Pride and Glory,6.3,0.12128792,-0.251582077,18.69879124
13154,Thriller,6.357087719,Showdown in Little Tokyo,5.7,-0.452743348,-0.356633272,-32.30120876
13155,Adventure,7.046799454,Return to Oz,6.7,0.042106674,-0.529053973,-2.301208755
13183,Action,8.267779276,Watchmen,7,0.758110017,0.530455424,51.69879124
13184,Thriller,7.628260053,Bangkok Dangerous,5,0.297379179,-0.110467335,-12.30120876
13191,Adventure,6.112666656,"War, Inc.",5.6,-0.656863331,-0.484145274,-5.301208755
13197,Thriller,5.15670358,10th & Wolf,6.3,-0.452743348,-0.685344293,-4.301208755
13223,Drama,8.431296569,Gran Torino,7.8,0.162680605,0.424283795,4.698791245
13279,Thriller,7.441538479,Lakeview Terrace,5.9,-0.054803339,0.030551765,-1.301208755
13282,Comedy,6.903089987,Death Race 2000,5.9,-1.87871208,-0.469961673,-31.30120876
13335,Adventure,7.638420593,Harold & Kumar Escape from Guantanamo Bay,6.2,-0.276652089,0.137514,-4.301208755
13342,Comedy,7.432855173,Fast Times at Ridgemont High,7,-0.702620821,0.028589323,-21.30120876
13370,Comedy,7.27300697,A Mighty Wind,6.6,-0.577682085,-0.673333604,-20.30120876
13374,Comedy,7.441624308,Ice Princess,5.9,0.042106674,-0.157646625,-13.30120876
13389,Thriller,7.864360155,Righteous Kill,5.9,0.422317915,-0.016762363,-10.30120876
13405,Drama,6.86923172,The Children of Huang Shi,6.5,0.246226656,-0.327912692,13.69879124
13408,Comedy,7.009847232,The Wash,5.3,-0.510735295,-0.891333224,-18.30120876
13435,Romance,7.36861385,Antwone Fisher,6.7,-0.258923322,-0.155662906,8.698791245
13448,Thriller,8.552197706,Angels & Demons,6.5,0.820257924,0.547854704,26.69879124
13460,Thriller,7.346576442,Doomsday,5.8,0.12128792,0.05209782,-3.301208755
13475,Adventure,8.586227621,Star Trek,7.4,0.820257924,0.585864954,15.69879124
13476,Comedy,7.229940192,Win a Date with Tad Hamilton!,5.5,-0.125384414,-0.394562593,-16.30120876
13483,Thriller,7.157572353,Awake,6.3,0.578665116,-0.021691711,-27.30120876
13490,Comedy,7.639992058,Welcome Home Roscoe Jenkins,5.7,0.188234709,-0.485352032,2.698791245
13495,Action,7.367764934,Alatriste,5.6,0.024377907,-0.502263283,33.69879124
13496,Action,7.136051587,American Outlaws,5.7,0.188234709,-0.453229338,-17.30120876
13497,Comedy,7.760335654,Drumline,6.2,-0.054803339,-0.604516352,6.698791245
13515,Thriller,7.859957092,Mirrors,6,0.188234709,0.014994427,-1.301208755
13523,Adventure,7.273138742,Sex Drive,6,-0.077079734,-0.026979425,-2.301208755
13536,Drama,7.35090507,City By The Sea,5.7,0.246226656,-0.739911585,-3.301208755
13537,Drama,6.469048725,Shattered Glass,6.6,-0.577682085,-0.483666512,-17.30120876
13596,Comedy,7.563724365,My Best Friend's Girl,5.4,-0.054803339,-0.04696727,-10.30120876
13600,Adventure,7.252101415,City of Ember,6.2,0.384529354,0.089318505,-21.30120876
13680,Comedy,8.169911037,The Game Plan,6,-0.013410654,0.034841784,-1.301208755
13685,Comedy,5.748241535,Bottle Rocket,6.8,-0.510735295,-0.212904713,-20.30120876
13751,Drama,7.277573117,Akeelah and the Bee,6.7,-0.452743348,-0.588010334,0.698791245
13788,Thriller,7.88374119,The Unborn,4.8,-0.151713352,-0.082763346,-24.30120876
13805,Comedy,7.149504975,Disaster Movie,3,0.042106674,-0.07055379,-24.30120876
13809,Thriller,7.410591923,RockNRolla,6.9,-0.10056083,0.222514953,2.698791245
13811,Adventure,8.191580562,Knowing,5.9,0.343136669,0.233343981,9.698791245
13812,Thriller,7.611249669,Quarantine,5.5,-0.276652089,-0.373485993,-22.30120876
13820,Thriller,6.361727836,Repo Man,6.7,-1.179742076,-0.22598456,-19.30120876
13836,Adventure,8.026549557,Race to Witch Mountain,5.5,0.343136669,0.097922364,-13.30120876
13888,Adventure,6.448374522,Return to the Blue Lagoon,5.1,-0.31444065,-0.294090133,-13.30120876
13920,Drama,7.718314686,Radio,6.8,0.149316643,-0.314752171,-2.301208755
13922,Action,7.00717155,The Great Raid,6.8,0.547256652,-0.330590672,20.69879124
13937,Thriller,7.570193227,Raising Cain,5.9,-0.276652089,-0.402650039,-20.30120876
13938,Adventure,7.41084948,The Last Dragon,6.4,-0.355833335,-0.58837286,-3.301208755
13948,Comedy,6.84509804,An American Carol,4.1,-0.054803339,-0.865241954,-28.30120876
13950,Adventure,7.406249378,All About the Benjamins,5.8,-0.209705299,-0.573349614,-16.30120876
13960,Drama,7.325732408,ATL,6,-0.054803339,-0.546929688,-6.301208755
13967,Romance,7.545037808,Miss Potter,6.3,0.12128792,-0.357534799,-19.30120876
13972,Comedy,7.699035543,The Women,4.6,-0.151713352,-0.335048051,2.698791245
13973,Comedy,6.583214309,Choke,6,-0.87871208,-0.215253902,-19.30120876
13990,Drama,6.462394254,The Wackness,6.2,-0.577682085,-0.426135262,-12.30120876
13991,Comedy,6.794507286,College,4.8,-0.510735295,-0.43387151,-17.30120876
13996,Comedy,6.60644457,Bottle Shock,6.6,-0.656863331,-0.490514806,-1.301208755
14012,Drama,7.322219295,Flicka,6.1,-0.179742076,-0.797726023,-16.30120876
14024,Romance,7.172238356,Raise Your Voice,6,-0.179742076,-0.243402734,-8.301208755
14047,Drama,7.480382747,The Great Debaters,6.9,-0.179742076,-0.24601945,14.69879124
14112,Drama,6.314302562,Auto Focus,6.1,-0.510735295,-0.432829225,-7.301208755
14113,Comedy,7.097124953,Zoom,4.9,0.188234709,-0.26809893,-28.30120876
14139,Thriller,5.742880601,Timecrimes,7,-0.940859987,-0.001681228,-19.30120876
14144,Comedy,7.260009294,Daddy Day Camp,4.4,-0.577682085,-0.180683685,-22.30120876
14160,Adventure,8.86634588,Up,7.7,0.887204714,0.683628134,-15.30120876
14161,Adventure,8.886295302,2012,5.6,0.945196661,0.374738996,46.69879124
14175,Adventure,7.289546725,Valiant,5.2,0.188234709,-0.133378462,-35.30120876
14177,Comedy,7.560520544,Beauty Shop,5.4,0.042106674,-0.53094071,-6.301208755
14181,Thriller,7.459094638,Boiler Room,6.5,0.059140013,-0.230613138,6.698791245
14191,Comedy,7.361857142,Aquamarine,5.8,-0.276652089,-0.052407719,-7.301208755
14199,Adventure,7.841521931,The Adventures of Sharkboy and Lavagirl,4.4,0.343136669,-0.190818345,-19.30120876
14256,Comedy,5.05607738,Winter Passing,6.7,-0.811765291,-0.719580382,-13.30120876
14283,Thriller,6.97751363,The Red Violin,7.3,-0.10056083,-0.4895133,19.69879124
14292,Drama,7.809193999,Miracle,7,0.091324696,-0.40408624,23.69879124
14306,Comedy,8.387536422,Marley & Me,6.9,0.422317915,0.209565505,3.698791245
14324,Adventure,6.733257388,Virgin Territory,4.3,0.223950262,-0.451106103,-18.30120876
14325,Drama,6.99093775,The Express,7.1,0.246226656,-0.692478467,18.69879124
14351,Adventure,6.84509804,Crossover,4.2,-0.592405341,-0.775706164,-16.30120876
14359,Drama,7.706779501,Doubt,7,-0.054803339,0.040593357,-7.301208755
14369,Comedy,7.169753058,Out Cold,5.8,0.024377907,-0.666147355,-22.30120876
14395,Romance,7.230448921,Kabhi Alvida Naa Kehna,6.1,-0.486601615,-0.769642715,81.69879124
14396,Comedy,7.014414556,Code Name: The Cleaner,4.7,-0.054803339,-0.309768443,-27.30120876
14405,Adventure,8.174006299,Beverly Hills Chihuahua,4.9,-0.054803339,-0.192882355,-20.30120876
14411,Adventure,7.419762833,Sinbad: Legend of the Seven Seas,6.6,0.422317915,-0.006597604,-25.30120876
14425,Comedy,6.638566525,PCU,6,-0.401590826,-0.33966336,-32.30120876
14429,Comedy,7.353981764,Drive Me Crazy,5.8,-0.452743348,-0.629570998,-20.30120876
14434,Comedy,7.12045037,I Think I Love My Wife,5,-0.31444065,-0.62436766,-21.30120876
14435,Horror,8.003179175,My Bloody Valentine,5.3,-0.179742076,-0.14418999,-10.30120876
14438,Drama,7.52447813,Fireproof,7,-1.656863331,-0.496210363,10.69879124
14442,Comedy,7.437572481,Ella Enchanted,5.9,0.135528359,0.075218302,-15.30120876
14451,Comedy,6.297686554,Dead Snow,6.1,-1.452743348,-0.23167203,-20.30120876
14462,Thriller,7.982750339,The Manchurian Candidate,6.2,0.547256652,0.049185667,17.69879124
14536,Comedy,7.46255996,New in Town,5.2,-0.452743348,-0.135363484,-14.30120876
14560,Adventure,8.26314619,Paul Blart: Mall Cop,5.2,0.059140013,0.213743315,-20.30120876
14574,Drama,7.309982633,The Boy in the Striped Pyjamas,7.7,-0.258923322,0.260731991,-17.30120876
14578,Comedy,6.862857082,Outside Providence,5.6,-0.510735295,-0.861613604,-15.30120876
14623,Adventure,7.451535255,Thunderbirds,4.2,0.400041521,-0.313622555,-16.30120876
14631,Drama,6.30643189,The Work and the Glory II: American Zion,8,-0.542919978,-0.859655195,-11.30120876
14635,Drama,7.878504803,The Rookie,6.5,-0.054803339,-0.229444025,15.69879124
14736,Comedy,7.442920394,Love & Basketball,7.4,-0.054803339,-0.974174086,12.69879124
14799,Comedy,6.743668481,For Your Consideration,5.9,-0.276652089,-0.644581207,-25.30120876
14811,Romance,7.920667576,Fiddler on the Roof,7.4,-0.401590826,-0.398930338,69.69879124
14846,Comedy,7.343109744,Little Black Book,5.2,0.188234709,-0.485496213,-0.301208755
14854,Thriller,7.087519769,Lone Wolf McQuade,5.5,-0.656863331,-0.35411832,-4.301208755
14869,Adventure,8.480680895,G.I. Joe: The Rise of Cobra,5.6,0.887204714,0.235455641,6.698791245
14873,Adventure,8.132515835,The Jungle Book 2,5.6,-0.054803339,0.015989277,-39.30120876
15005,Drama,7.126818653,One Night with the King,6.1,-0.054803339,-0.739916706,11.69879124
15028,Adventure,7.588756535,Clockstoppers,4.9,0.059140013,-0.510689887,-17.30120876
15037,Comedy,7.408325035,Can't Hardly Wait,6.1,-0.355833335,-0.226101551,-11.30120876
15049,Comedy,7.102821173,Bon Cop Bad Cop,6.5,-0.452743348,-0.576181599,4.698791245
15070,Adventure,7.09337363,Undisputed,6.1,-0.054803339,-0.044892896,-15.30120876
15074,Adventure,7.03978975,Extreme Ops,5,0.246226656,-0.816947653,-18.30120876
15092,Thriller,7.538580985,Crank: High Voltage,5.9,-0.054803339,0.269639719,-15.30120876
15121,Romance,8.456691307,The Sound of Music,7.4,-0.442019483,0.298217481,62.69879124
15158,Thriller,6.862301425,Phantasm II,6.3,-0.87871208,-0.581828143,-14.30120876
15186,Comedy,6.399058352,Full Frontal,4.8,-1.054803339,-0.989552273,-15.30120876
15189,Comedy,7.863527823,Hotel for Dogs,5.7,0.188234709,-0.15864941,-11.30120876
15198,Comedy,6.948811033,"Mystery, Alaska",6,0.091324696,-0.63404296,7.698791245
